"Mcode","McodeDescription","ParentMCode","DiseasePath","OmniDisease_ID","Active_Flag"
"MD-1682","Intraductal papillary-mucinous carcinoma","MD-0733","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Intraductal papillary-mucinous carcinoma",,0
"MD-1683","Intraductal papillary-mucinous neoplasm with moderate dysplasia","MD-0732","Pancreatic (Exocrine) / Epithelial Tumors / Borderline (uncertain malignant potential) / Intraductal papillary-mucinous neoplasm with moderate dysplasia","OmniDx_0066",-1
"MD-1684","Mature teratoma","MD-0731","Pancreatic (Exocrine) / Epithelial Tumors / Benign / Mature teratoma",,0
"MD-1685","Mucinous cystadenocarcinoma","MD-0733","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Mucinous cystadenocarcinoma","OmniDx_0066",-1
"MD-1686","Mucinous cystadenoma","MD-0731","Pancreatic (Exocrine) / Epithelial Tumors / Benign / Mucinous cystadenoma",,0
"MD-1687","Mucinous cystic neoplasm with moderate dysplasia","MD-0732","Pancreatic (Exocrine) / Epithelial Tumors / Borderline (uncertain malignant potential) / Mucinous cystic neoplasm with moderate dysplasia","OmniDx_0066",-1
"MD-1688","Others","MD-0733","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Others",,0
"MD-1689","Pancreatoblastoma","MD-0733","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Pancreatoblastoma","OmniDx_0066",-1
"MD-1690","Serous cystadenocarcinoma","MD-0733","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Serous cystadenocarcinoma","OmniDx_0066",-1
"MD-1691","Serous cystadenoma","MD-0731","Pancreatic (Exocrine) / Epithelial Tumors / Benign / Serous cystadenoma",,0
"MD-1692","Solid-pseudopapillary carcinoma","MD-0733","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Solid-pseudopapillary carcinoma","OmniDx_0066",-1
"MD-1693","Solid-pseudopapillary neoplasm","MD-0732","Pancreatic (Exocrine) / Epithelial Tumors / Borderline (uncertain malignant potential) / Solid-pseudopapillary neoplasm","OmniDx_0066",-1
"MD-1694","Adenocarcinoma","MD-0747","Prostate / Tumors of the Seminal Vesicles / Epithelial tumors / Adenocarcinoma","OmniDx_0026",-1
"MD-1695","Angiosarcoma","MD-0759","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Angiosarcoma","OmniDx_0068",-1
"MD-1696","Atrophic","MD-0734","Prostate / Epithelial tumors / Adenocarcinoma / Atrophic",,0
"MD-1697","Benign","MD-0762","Prostate / Tumors of the Seminal Vesicles / Mixed epithelial and stromal tumors / Benign",,0
"MD-1698","Choriocarcinoma","MD-0748","Prostate / Hematolymphoid tumors / Germ cell tumors / Choriocarcinoma",,0
"MD-1699","Choriocarcinoma","MD-0761","Prostate / Tumors of the Seminal Vesicles / Miscellaneous tumors / Choriocarcinoma","OmniDx_0026",-1
"MD-1700","Colloid","MD-0734","Prostate / Epithelial tumors / Adenocarcinoma / Colloid",,0
"MD-1701","Cystadenoma","MD-0747","Prostate / Tumors of the Seminal Vesicles / Epithelial tumors / Cystadenoma",,0
"MD-1702","Embryonal carcinoma & teratoma","MD-0748","Prostate / Hematolymphoid tumors / Germ cell tumors / Embryonal carcinoma & teratoma",,0
"MD-1703","Foamy","MD-0734","Prostate / Epithelial tumors / Adenocarcinoma / Foamy",,0
"MD-1704","Hemangiopericytoma","MD-0759","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Hemangiopericytoma","OmniDx_0068",-1
"MD-1705","Leiomyoma","MD-0759","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Leiomyoma","OmniDx_0068",-1
"MD-1706","Leiomyosarcoma","MD-0759","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Leiomyosarcoma","OmniDx_0068",-1
"MD-1707","Liposarcoma","MD-0759","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Liposarcoma","OmniDx_0046",-1
"MD-1708","Lymphoepithelioma-like","MD-0734","Prostate / Epithelial tumors / Adenocarcinoma / Lymphoepithelioma-like",,0
"MD-1709","Male adnexal tumor of probable Wolffian origin","MD-0761","Prostate / Tumors of the Seminal Vesicles / Miscellaneous tumors / Male adnexal tumor of probable Wolffian origin","OmniDx_0026",-1
"MD-1710","Malignant","MD-0762","Prostate / Tumors of the Seminal Vesicles / Mixed epithelial and stromal tumors / Malignant","OmniDx_0026",-1
"MD-1711","Malignant fibrous histiocytoma","MD-0759","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Malignant fibrous histiocytoma","OmniDx_0068",-1
"MD-1712","Oncocytic","MD-0734","Prostate / Epithelial tumors / Adenocarcinoma / Oncocytic",,0
"MD-1713","Pseudohyperplastic","MD-0734","Prostate / Epithelial tumors / Adenocarcinoma / Pseudohyperplastic",,0
"MD-1714","Seminoma","MD-0748","Prostate / Hematolymphoid tumors / Germ cell tumors / Seminoma",,0
"MD-1715","Signet ring","MD-0734","Prostate / Epithelial tumors / Adenocarcinoma / Signet ring",,0
"MD-1716","Solitary fibrous tumor","MD-0759","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Solitary fibrous tumor","OmniDx_0068",-1
"MD-1717","Yolk sac tumor","MD-0748","Prostate / Hematolymphoid tumors / Germ cell tumors / Yolk sac tumor",,0
"MD-1718","high grade","MD-0778","Salivary Glands / Malignant Epithelial Tumor / Adenocarcinoma, not otherwise specified / high grade","OmniDx_0039",-1
"MD-1719","high grade","MD-0800","Salivary Glands / Malignant Epithelial Tumor / Mucoepidermoid carcinoma / high grade","OmniDx_0039",-1
"MD-1720","intermediate grade","MD-0778","Salivary Glands / Malignant Epithelial Tumor / Adenocarcinoma, not otherwise specified / intermediate grade","OmniDx_0039",-1
"MD-1721","intermediate grade","MD-0800","Salivary Glands / Malignant Epithelial Tumor / Mucoepidermoid carcinoma / intermediate grade","OmniDx_0039",-1
"MD-1722","Intraductal papilloma","MD-0790","Salivary Glands / Benign Epithelial Tumor / Ductal papillomas / Intraductal papilloma",,0
"MD-1723","Inverted ductal papilloma","MD-0790","Salivary Glands / Benign Epithelial Tumor / Ductal papillomas / Inverted ductal papilloma",,0
"MD-1724","low grade","MD-0778","Salivary Glands / Malignant Epithelial Tumor / Adenocarcinoma, not otherwise specified / low grade","OmniDx_0039",-1
"MD-1725","low grade","MD-0800","Salivary Glands / Malignant Epithelial Tumor / Mucoepidermoid carcinoma / low grade","OmniDx_0039",-1
"MD-1726","Low-grade cribriform cyctadenocarcinoma","MD-0787","Salivary Glands / Malignant Epithelial Tumor / Cystadenocarcinoma / Low-grade cribriform cyctadenocarcinoma","OmniDx_0039",-1
"MD-1727","Non-sebaceous","MD-0796","Salivary Glands / Benign Epithelial Tumor / Lymphadenoma / Non-sebaceous",,0
"MD-1728","Sebaceous","MD-0796","Salivary Glands / Benign Epithelial Tumor / Lymphadenoma / Sebaceous",,0
"MD-1729","Sialadenoma papilliferum","MD-0790","Salivary Glands / Benign Epithelial Tumor / Ductal papillomas / Sialadenoma papilliferum",,0
"MD-1730","(Neurilemmoma,Neurinoma)","MD-0845","Soft Tissue / Tumours of peripheral nerves / Schwannoma / (Neurilemmoma,Neurinoma)",,0
"MD-1731","Adult fibrosarcoma","MD-0835","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Malignant / Adult fibrosarcoma","OmniDx_0068",-1
"MD-1732","Alveolar rhabdomyosarcoma","MD-0836","Soft Tissue / Skeletal Muscle Tumours / Malignant / Alveolar rhabdomyosarcoma","OmniDx_0068",-1
"MD-1733","Alveolar soft part sarcoma","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Alveolar soft part sarcoma","OmniDx_0068",-1
"MD-1734","Angiolipoma","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Angiolipoma",,0
"MD-1735","Angiomatoid fibrous histiocytoma","MD-0831","Soft Tissue / Tumours Of Uncertain Differentiation / Intermediate (rarely metastasizing) / Angiomatoid fibrous histiocytoma","OmniDx_0068",-1
"MD-1736","Angiomatosis","MD-0821","Soft Tissue / Vascular Tumours / Benign / Angiomatosis","OmniDx_0068",-1
"MD-1737","Angiomyofibroblastoma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Angiomyofibroblastoma",,0
"MD-1738","Angiosarcoma of soft tissue","MD-0839","Soft Tissue / Vascular Tumours / Malignant / Angiosarcoma of soft tissue","OmniDx_0068",-1
"MD-1739","Atypical lipomatous tumour/Well differentiated liposarcoma","MD-0826","Soft Tissue / Adipocytic Tumours / Intermediate (locally aggressive) / Atypical lipomatous tumour|Well differentiated liposarcoma",,0
"MD-1740","Calcifying aponeurotic fibroma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Calcifying aponeurotic fibroma",,0
"MD-1741","Calcifying fibrous tumour","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Calcifying fibrous tumour",,0
"MD-1742","Cellular angiofibroma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Cellular angiofibroma",,0
"MD-1743","Chondroid lipoma","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Chondroid lipoma",,0
"MD-1744","Clear cell sarcoma of soft tissue","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Clear cell sarcoma of soft tissue","OmniDx_0068",-1
"MD-1745","Composite haemangioendothelioma","MD-0832","Soft Tissue / Vascular Tumours / Intermediate (rarely metastasizing) / Composite haemangioendothelioma",,0
"MD-1746","Dedifferentiated liposarcoma","MD-0834","Soft Tissue / Adipocytic Tumours / Malignant / Dedifferentiated liposarcoma","OmniDx_0046",-1
"MD-1747","Deep (aggressive) angiomyxoma","MD-0820","Soft Tissue / Tumours Of Uncertain Differentiation / Benign / Deep (aggressive) angiomyxoma",,0
"MD-1748","Deep benign fibrous histiocytoma","MD-0819","Soft Tissue / So-Called Fibrohistiocytic Tumours / Benign / Deep benign fibrous histiocytoma","OmniDx_0068",-1
"MD-1749","Desmoid-type fibromatoses","MD-0827","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (locally aggressive) / Desmoid-type fibromatoses","OmniDx_0068",-1
"MD-1750","Desmoplastic fibroblastoma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Desmoplastic fibroblastoma",,0
"MD-1751","Desmoplastic small round cell tumour","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Desmoplastic small round cell tumour","OmniDx_0068",-1
"MD-1752","Diffuse-type giant cell tumour","MD-0819","Soft Tissue / So-Called Fibrohistiocytic Tumours / Benign / Diffuse-type giant cell tumour","OmniDx_0068",-1
"MD-1753","Ectopic hamartomatous thymoma","MD-0820","Soft Tissue / Tumours Of Uncertain Differentiation / Benign / Ectopic hamartomatous thymoma",,0
"MD-1754","Elastofibroma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Elastofibroma",,0
"MD-1755","Embryonal rhabdomyosarcoma","MD-0836","Soft Tissue / Skeletal Muscle Tumours / Malignant / Embryonal rhabdomyosarcoma","OmniDx_0068",-1
"MD-1756","Epithelioid","MD-0840","Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / Epithelioid","OmniDx_0068",-1
"MD-1757","Epithelioid haemangioendothelioma","MD-0839","Soft Tissue / Vascular Tumours / Malignant / Epithelioid haemangioendothelioma","OmniDx_0068",-1
"MD-1758","Epithelioid haemangioma","MD-0821","Soft Tissue / Vascular Tumours / Benign / Epithelioid haemangioma","OmniDx_0040",-1
"MD-1759","Epithelioid sarcoma","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Epithelioid sarcoma","OmniDx_0068",-1
"MD-1760","Extra-adrenal myelolipoma","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Extra-adrenal myelolipoma",,0
"MD-1761","Extrarenal angiomyolipoma","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Extrarenal angiomyolipoma",,0
"MD-1762","Extra-renal rhabdoid tumour","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Extra-renal rhabdoid tumour","OmniDx_0068",-1
"MD-1763","Extraskeletal myxoid chondrosarcoma","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Extraskeletal myxoid chondrosarcoma","OmniDx_0068",-1
"MD-1764","Fibroma of tendon sheath","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Fibroma of tendon sheath",,0
"MD-1765","Fibromatosis colli","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Fibromatosis colli",,0
"MD-1766","Fibrous hamartoma of infancy","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Fibrous hamartoma of infancy",,0
"MD-1767","Gardner fibroma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Gardner fibroma",,0
"MD-1768","Giant cell MFH / Undifferentiated","MD-0837","Soft Tissue / So-Called Fibrohistiocytic Tumours / Malignant / Giant cell MFH | Undifferentiated","OmniDx_0068",-1
"MD-1769","Giant cell angiofibroma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Giant cell angiofibroma",,0
"MD-1770","Giant cell tumour of soft tissues","MD-0830","Soft Tissue / So-Called Fibrohistiocytic Tumours / Intermediate (rarely metastasizing) / Giant cell tumour of soft tissues","OmniDx_0068",-1
"MD-1771","Giant cell tumour of tendon sheath","MD-0819","Soft Tissue / So-Called Fibrohistiocytic Tumours / Benign / Giant cell tumour of tendon sheath","OmniDx_0068",-1
"MD-1772","Haemangiomas of","MD-0821","Soft Tissue / Vascular Tumours / Benign / Haemangiomas of","OmniDx_0040",-1
"MD-1773","Hibernoma","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Hibernoma",,0
"MD-1774","Inclusion body fibromatosis","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Inclusion body fibromatosis",,0
"MD-1775","Infantile fibrosarcoma","MD-0829","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Infantile fibrosarcoma","OmniDx_0068",-1
"MD-1776","Inflammatory MFH / Undifferentiated","MD-0837","Soft Tissue / So-Called Fibrohistiocytic Tumours / Malignant / Inflammatory MFH | Undifferentiated","OmniDx_0068",-1
"MD-1777","Inflammatory myofibroblastic tumour","MD-0829","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Inflammatory myofibroblastic tumour","OmniDx_0068",-1
"MD-1778","Intimal sarcoma","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Intimal sarcoma","OmniDx_0068",-1
"MD-1779","Intramuscular myxoma","MD-0820","Soft Tissue / Tumours Of Uncertain Differentiation / Benign / Intramuscular myxoma",,0
"MD-1780","Intraneural perineurioma","MD-0844","Soft Tissue / Tumours of peripheral nerves / Perineurioma / Intraneural perineurioma",,0
"MD-1781","Ischaemic fasciitis","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Ischaemic fasciitis",,0
"MD-1782","Juvenile hyaline fibromatosis","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Juvenile hyaline fibromatosis",,0
"MD-1783","Juxta-articular myxoma","MD-0820","Soft Tissue / Tumours Of Uncertain Differentiation / Benign / Juxta-articular myxoma",,0
"MD-1784","Kaposi sarcoma","MD-0832","Soft Tissue / Vascular Tumours / Intermediate (rarely metastasizing) / Kaposi sarcoma","OmniDx_0042",-1
"MD-1785","Kaposiform haemangioendothelioma","MD-0828","Soft Tissue / Vascular Tumours / Intermediate (locally aggressive) / Kaposiform haemangioendothelioma","OmniDx_0068",-1
"MD-1786","Lipoblastoma / Lipoblastomatosis","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Lipoblastoma | Lipoblastomatosis",,0
"MD-1787","Lipofibromatosis","MD-0827","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (locally aggressive) / Lipofibromatosis","OmniDx_0068",-1
"MD-1788","Lipoma *","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Lipoma *",,0
"MD-1789","Lipomatosis","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Lipomatosis",,0
"MD-1790","Lipomatosis of nerve","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Lipomatosis of nerve",,0
"MD-1791","Liposarcoma, not otherwise specified","MD-0834","Soft Tissue / Adipocytic Tumours / Malignant / Liposarcoma, not otherwise specified","OmniDx_0046",-1
"MD-1792","Low grade fibromyxoid sarcoma","MD-0835","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Malignant / Low grade fibromyxoid sarcoma","OmniDx_0068",-1
"MD-1793","Low grade myofibroblastic sarcoma","MD-0829","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Low grade myofibroblastic sarcoma","OmniDx_0068",-1
"MD-1794","Lymphangioma","MD-0821","Soft Tissue / Vascular Tumours / Benign / Lymphangioma","OmniDx_0040",-1
"MD-1795","malignant glomus tumour","MD-0825","Soft Tissue / Pericytic (Perivascular) Tumours / Glomus tumour (and variants) / malignant glomus tumour","OmniDx_0068",-1
"MD-1796","Malignant mesenchymoma","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Malignant mesenchymoma","OmniDx_0068",-1
"MD-1797","Mammary-type myofibroblastoma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Mammary-type myofibroblastoma",,0
"MD-1798","Melanotic","MD-0840","Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / Melanotic","OmniDx_0068",-1
"MD-1799","Melanotic psammomatous","MD-0840","Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / Melanotic psammomatous","OmniDx_0068",-1
"MD-1800","Mixed tumour/","MD-0831","Soft Tissue / Tumours Of Uncertain Differentiation / Intermediate (rarely metastasizing) / Mixed tumour|","OmniDx_0068",-1
"MD-1801","Mixed-type liposarcoma","MD-0834","Soft Tissue / Adipocytic Tumours / Malignant / Mixed-type liposarcoma",,0
"MD-1802","MPNST with divergent mesenchymal and / or epithelial differentiation","MD-0840","Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / MPNST with divergent mesenchymal and | or epithelial differentiation","OmniDx_0068",-1
"MD-1803","Myofibroma / Myofibromatosis","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Myofibroma | Myofibromatosis",,0
"MD-1804","Myolipoma","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Myolipoma",,0
"MD-1805","Myositis ossificans fibro-osseous pseudotumour of digits","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Myositis ossificans fibro-osseous pseudotumour of digits",,0
"MD-1806","Myxofibrosarcoma","MD-0835","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Malignant / Myxofibrosarcoma","OmniDx_0068",-1
"MD-1807","Myxoid liposarcoma","MD-0834","Soft Tissue / Adipocytic Tumours / Malignant / Myxoid liposarcoma",,0
"MD-1808","Myxoinflammatory ","MD-0829","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Myxoinflammatory","OmniDx_0068",-1
"MD-1809","Neoplasms with perivascular epithelioid","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Neoplasms with perivascular epithelioid","OmniDx_0068",-1
"MD-1810","Nodular fasciitis","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Nodular fasciitis",,0
"MD-1811","Nuchal-type fibroma","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Nuchal-type fibroma",,0
"MD-1812","Ossifying fibromyxoid tumour","MD-0831","Soft Tissue / Tumours Of Uncertain Differentiation / Intermediate (rarely metastasizing) / Ossifying fibromyxoid tumour","OmniDx_0068",-1
"MD-1813","Papillary intralymphatic angioendothelioma","MD-0832","Soft Tissue / Vascular Tumours / Intermediate (rarely metastasizing) / Papillary intralymphatic angioendothelioma",,0
"MD-1814","Pleomorphic MFH / Undifferentiated","MD-0837","Soft Tissue / So-Called Fibrohistiocytic Tumours / Malignant / Pleomorphic MFH | Undifferentiated","OmniDx_0068",-1
"MD-1815","Pleomorphic hyalinizing","MD-0820","Soft Tissue / Tumours Of Uncertain Differentiation / Benign / Pleomorphic hyalinizing",,0
"MD-1816","Pleomorphic liposarcoma","MD-0834","Soft Tissue / Adipocytic Tumours / Malignant / Pleomorphic liposarcoma",,0
"MD-1817","Pleomorphic rhabdomyosarcoma","MD-0836","Soft Tissue / Skeletal Muscle Tumours / Malignant / Pleomorphic rhabdomyosarcoma","OmniDx_0068",-1
"MD-1818","Plexiform","MD-0843","Soft Tissue / Tumours of peripheral nerves / Neurofibroma / Plexiform",,0
"MD-1819","Plexiform fibrohistiocytic tumour","MD-0830","Soft Tissue / So-Called Fibrohistiocytic Tumours / Intermediate (rarely metastasizing) / Plexiform fibrohistiocytic tumour","OmniDx_0068",-1
"MD-1820","PNET / Extraskeletal Ewing tumour","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / PNET | Extraskeletal Ewing tumour","OmniDx_0068",-1
"MD-1821","Proliferative fasciitis","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Proliferative fasciitis",,0
"MD-1822","Proliferative myositis","MD-0817","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Benign / Proliferative myositis",,0
"MD-1823","Retiform haemangioendothelioma","MD-0832","Soft Tissue / Vascular Tumours / Intermediate (rarely metastasizing) / Retiform haemangioendothelioma",,0
"MD-1824","Rhabdomyoma","MD-0818","Soft Tissue / Skeletal Muscle Tumours / Benign / Rhabdomyoma",,0
"MD-1825","Round cell liposarcoma","MD-0834","Soft Tissue / Adipocytic Tumours / Malignant / Round cell liposarcoma",,0
"MD-1826","Sclerosing epithelioid fibrosarcoma","MD-0835","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Malignant / Sclerosing epithelioid fibrosarcoma","OmniDx_0068",-1
"MD-1827","Soft tissue perineurioma","MD-0844","Soft Tissue / Tumours of peripheral nerves / Perineurioma / Soft tissue perineurioma",,0
"MD-1828","Solitary fibrous tumour","MD-0829","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (rarely metastasizing) / Solitary fibrous tumour","OmniDx_0068",-1
"MD-1829","Spindle cell/","MD-0816","Soft Tissue / Adipocytic Tumours / Benign / Spindle cell|",,0
"MD-1830","Superficial fibromatoses (palmar / plantar)","MD-0827","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Intermediate (locally aggressive) / Superficial fibromatoses (palmar | plantar)","OmniDx_0068",-1
"MD-1831","Synovial sarcoma","MD-0838","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Synovial sarcoma","OmniDx_0068",-1
"MD-1832","Acantholytic acanthoma","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Acantholytic acanthoma",,0
"MD-1833","Acantholytic squamous cell carcinoma","MD-0856","Skin / Keratinocytic tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma",,0
"MD-1834","Adenosquamous carcinoma","MD-0856","Skin / Keratinocytic tumors / Squamous cell carcinoma / Adenosquamous carcinoma",,0
"MD-1835","Arsenical keratosis","MD-0848","Skin / Keratinocytic tumors / Actin keratosis / Arsenical keratosis",,0
"MD-1836","Basal cell carcinoma with adnexal differentiation","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Basal cell carcinoma with adnexal differentiation",,0
"MD-1837","Basosquamous carcinoma","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Basosquamous carcinoma",,0
"MD-1838","Benign Tumors","MD-0857","Skin / Appendageal tumors / Tumors with apocrine and eccrine differentiation / Benign Tumors",,-1
"MD-1839","Benign Tumors","MD-0858","Skin / Appendageal tumors / Tumors with follicular differentiation / Benign Tumors",,0
"MD-1840","Bowenoid papulosis","MD-0850","Skin / Keratinocytic tumors / Bowen disease / Bowenoid papulosis",,0
"MD-1841","Clear cell acanthoma","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Clear cell acanthoma",,0
"MD-1842","Cystic sebaceous tumor","MD-0859","Skin / Appendageal tumors / Tumors with sebacceous differentiation / Cystic sebaceous tumor","OmniDx_0071",-1
"MD-1843","Epidermolytic acanthoma","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Epidermolytic acanthoma",,0
"MD-1844","Fibroepithelial basal cell carcinoma","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Fibroepithelial basal cell carcinoma",,0
"MD-1845","Infiltreating basal cell carcinoma","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Infiltreating basal cell carcinoma",,0
"MD-1846","Keratoacanthoma","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Keratoacanthoma",,0
"MD-1847","Keratotic basal cell carcinoma","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Keratotic basal cell carcinoma",,0
"MD-1848","Large cell acanthoma","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Large cell acanthoma",,0
"MD-1849","Lichen planus-like keratosis","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Lichen planus-like keratosis",,0
"MD-1850","Malignant Tumors","MD-0857","Skin / Appendageal tumors / Tumors with apocrine and eccrine differentiation / Malignant Tumors","OmniDx_0071",-1
"MD-1851","Malignant Tumors","MD-0858","Skin / Appendageal tumors / Tumors with follicular differentiation / Malignant Tumors","OmniDx_0071",-1
"MD-1852","Melanoacanthoma","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Melanoacanthoma",,0
"MD-1853","Micronoodular basal cell carcinoma","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Micronoodular basal cell carcinoma",,0
"MD-1854","Nodular (solid) basal cell carcinoma","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Nodular (solid) basal cell carcinoma",,0
"MD-1855","Pseudovascular squamous cell carcinoma","MD-0856","Skin / Keratinocytic tumors / Squamous cell carcinoma / Pseudovascular squamous cell carcinoma",,0
"MD-1856","PUVA keratosis","MD-0848","Skin / Keratinocytic tumors / Actin keratosis / PUVA keratosis",,0
"MD-1857","Sebaceoma","MD-0859","Skin / Appendageal tumors / Tumors with sebacceous differentiation / Sebaceoma",,0
"MD-1858","Sebaceous adenoma","MD-0859","Skin / Appendageal tumors / Tumors with sebacceous differentiation / Sebaceous adenoma",,0
"MD-1859","Sebaceous carcinoma","MD-0859","Skin / Appendageal tumors / Tumors with sebacceous differentiation / Sebaceous carcinoma","OmniDx_0071",-1
"MD-1860","Seborrhoeic keratosis","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Seborrhoeic keratosis",,0
"MD-1861","Solar lentigo","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Solar lentigo",,0
"MD-1862","Spindle cell squamous cell carcinoma","MD-0856","Skin / Keratinocytic tumors / Squamous cell carcinoma / Spindle cell squamous cell carcinoma",,0
"MD-1863","Superficial basal cell carcinoma","MD-0849","Skin / Keratinocytic tumors / Basal cell carcinoma / Superficial basal cell carcinoma",,0
"MD-1864","Verruca plana","MD-0860","Skin / Keratinocytic tumors / Verrucas / Verruca plana",,0
"MD-1865","Verruca plantaris","MD-0860","Skin / Keratinocytic tumors / Verrucas / Verruca plantaris",,0
"MD-1866","Verruca vulgaris","MD-0860","Skin / Keratinocytic tumors / Verrucas / Verruca vulgaris",,0
