"OmniMap_IDX","Resource","ResourceDiseaseID","ResourceDiseaseName","Skip_Flag","Bypass_Flag","OmniDisease_ID","OmniDisease","OmniDiseaseType","MCode","DiseasePath","Receptors","ReceptorsStatus"
1394,"JAX",4838,"myoepithelial carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0801","Salivary Glands / Malignant Epithelial Tumor / Myoepithelial carcinoma",,
1395,"JAX",4838,"myoepithelial carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2295","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Epithelial-myoepithelial carcinoma",,
1396,"JAX",4838,"myoepithelial carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2337","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Myoepithelial carcinoma",,
1397,"JAX",4838,"myoepithelial carcinoma",-1,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1471","Lung / Malignant Epithelial / Salivary Gland type carcinoma / Epithelial-myoepithelial carcinoma",,
1398,"JAX",5363,"myxoid liposarcoma",0,0,,,,"MD-1807","Soft Tissue / Adipocytic Tumours / Malignant / Myxoid liposarcoma",,
1399,"JAX",4136,"myxosarcoma",-1,0,,,,,,,
1400,"JAX",4930,"nasal cavity adenocarcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1281","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / AdeNcarcinoma",,
1401,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0034","Esophageal Cancer","Solid Tumor","MD-0086","Head & Neck / Nasal Cavity and Paranasal Sinuses",,
1402,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0034","Esophageal Cancer","Solid Tumor","MD-0480","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors",,
1403,"JAX",10811,"nasal cavity cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1369","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors",,
1404,"JAX",10811,"nasal cavity cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2263","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Atypical carcinoid",,
1405,"JAX",10811,"nasal cavity cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2380","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Small cell carcinoma, neuroendocrine type",,
1406,"JAX",10811,"nasal cavity cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2388","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Typical carcinoid",,
1407,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0472","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors",,
1408,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1281","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / AdeNcarcinoma",,
1409,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1299","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Dermoid cyst",,
1410,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1334","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Immature teratoma",,
1411,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1348","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Mature teratoma",,
1412,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1393","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Salivary gland-type carcinomas",,
1413,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1403","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / SiNnasal teratocarciNsarcoma",,
1414,"JAX",10811,"nasal cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1413","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Teratoma with malignant transformation",,
1415,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0034","Esophageal Cancer","Solid Tumor","MD-0086","Head & Neck / Nasal Cavity and Paranasal Sinuses",,
1416,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0034","Esophageal Cancer","Solid Tumor","MD-0480","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors",,
1417,"JAX",4931,"nasal cavity carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1369","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors",,
1418,"JAX",4931,"nasal cavity carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2263","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Atypical carcinoid",,
1419,"JAX",4931,"nasal cavity carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2380","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Small cell carcinoma, neuroendocrine type",,
1420,"JAX",4931,"nasal cavity carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2388","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Typical carcinoid",,
1421,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0472","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors",,
1422,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1281","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / AdeNcarcinoma",,
1423,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1299","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Dermoid cyst",,
1424,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1334","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Immature teratoma",,
1425,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1348","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Mature teratoma",,
1426,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1393","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Salivary gland-type carcinomas",,
1427,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1403","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / SiNnasal teratocarciNsarcoma",,
1428,"JAX",4931,"nasal cavity carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1413","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors / Teratoma with malignant transformation",,
1429,"JAX",5515,"nasal cavity squamous cell carcinoma",-1,0,,,,,,,
1430,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0481","Head & Neck / Nasopharynx / Malignant epithelial tumors",,
1431,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0497","Head & Neck / Nasopharynx / Tumors of bone and cartilage",,
1432,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1294","Head & Neck / Nasopharynx / Tumors of bone and cartilage / Chordoma",,
1433,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1366","Head & Neck / Nasopharynx / Soft tissue neoplasms / Nasopharyngeal angiofibroma",,
1434,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1367","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma",,
1435,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1368","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal papillary adenocarcinoma",,
1436,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1394","Head & Neck / Nasopharynx / Malignant epithelial tumors / Salivary gland-type carcinomas",,
1437,"JAX",9261,"nasopharynx carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2268","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Basaloid squamous cell carcinoma",,
1438,"JAX",9261,"nasopharynx carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2315","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Keratinizing squamous cell carcinoma",,
1439,"JAX",9261,"nasopharynx carcinoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2345","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Nonkeratinizing carcinoma",,
1440,"JAX",9261,"nasopharynx carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0087","Head & Neck / Nasopharynx",,
1441,"JAX",1035,"natural killer cell leukemia",0,-1,,,,,,,
1442,"JAX",7808,"necrotic uveal melanoma",-1,0,,,,,,,
1443,"JAX",2154,"nephroblastoma",0,0,,,,"MD-0529","Kidney / Nephroblastic Tumor / Nephroblastoma",,
1444,"JAX",2154,"nephroblastoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0401","Cervical / Mixed epithelial and mesenchymal tumors / Wilms tumor",,
1445,"JAX",2154,"nephroblastoma",0,0,"OmniDx_0073","Testicular Cancer","Solid Tumor","MD-0895","Testicular / Miscellaneous tumor of the testis / Nephroblastoma",,
1446,"JAX",2154,"nephroblastoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0726","Ovary / Miscellaneous tumors / Wilms tumor",,
1447,"JAX",769,"neuroblastoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2164","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Supratentorial primitive neuroectodermal tumour (PNET) / Neuroblastoma",,
1448,"JAX",769,"neuroblastoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-0316","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours",,
1449,"JAX",769,"neuroblastoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1142","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Neuroblastomas of the adrenal gland and sympathetic nervous system",,
1450,"JAX",769,"neuroblastoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1143","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Olfactory neuroblastoma (Aesthesioneuroblastoma)",,
1451,"JAX",769,"neuroblastoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2164","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Supratentorial primitive neuroectodermal tumour (PNET) / Neuroblastoma",,
1452,"JAX",769,"neuroblastoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0531","Kidney / Neuroendocrine Tumor / Neuroblastoma",,
1453,"JAX",769,"neuroblastoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0764","Prostate / Neuroendocrine tumors / Neuroblastoma",,
1454,"JAX",171,"neuroectodermal tumor",-1,0,,,,,,,
1455,"JAX",1800,"neuroendocrine carcinoma",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor",,,,
1456,"JAX",169,"neuroendocrine tumor",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor",,,,
1457,"JAX",3512,"neurofibrosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1118","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Fibrosarcoma",,
1458,"JAX",80211,"nodal marginal zone lymphoma",0,-1,,,,,,,
1459,"JAX",5193,"nodular ganglioneuroblastoma",-1,0,,,,,,,
1460,"JAX",3873,"nodular medulloblastoma",-1,0,,,,,,,
1461,"JAX",60060,"non-Hodgkin lymphoma",0,-1,,,,,,,
1462,"JAX",6571,"non-invasive bladder urothelial carcinoma",-1,0,,,,,,,
1463,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0571","Lung / Malignant Epithelial / Adenocarcinoma",,
1464,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1475","Lung / Malignant Epithelial / Adenocarcinoma / Invasive",,
1465,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2392","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Acinar type",,
1466,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2399","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Micropapillary type",,
1467,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2401","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Mixed subtypes",,
1468,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2408","Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Papillary type",,
1469,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1490","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive)",,
1470,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2400","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Mixed mucinous|non-mucinous or indeterminate",,
1471,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2402","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Mucinous",,
1472,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2406","Lung / Malignant Epithelial / Adenocarcinoma / Pure bronchioloalveolar (non-invasive) / Non-mucinous",,
1473,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1495","Lung / Malignant Epithelial / Adenocarcinoma / Solid type",,
1474,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2393","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Clear cell adenocarcinoma",,
1475,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2395","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Conventional type with mucin",,
1476,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2397","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Fetal adenocarcinoma",,
1477,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2403","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Mucinous (colloid) adenocarcinoma",,
1478,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2404","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Mucinous cystoadenocarcinoma",,
1479,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2410","Lung / Malignant Epithelial / Adenocarcinoma / Solid type / Signet ring adenocarcinoma",,
1480,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2759","Lung / Malignant Epithelial / Adenocarcinoma with bronchioloalveolar features",,
1481,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0573","Lung / Malignant Epithelial / Adenosquamous carcinoma",,
1482,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0587","Lung / Malignant Epithelial / Large cell carcinoma",,
1483,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1463","Lung / Malignant Epithelial / Large cell carcinoma / Basaloid carcinoma",,
1484,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1467","Lung / Malignant Epithelial / Large cell carcinoma / Clear cell carcinoma",,
1485,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1476","Lung / Malignant Epithelial / Large cell carcinoma / Large cell carcinoma, NOS",,
1486,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1478","Lung / Malignant Epithelial / Large cell carcinoma / Large cell with rhabdoid phenotype",,
1487,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-2758","Lung / Malignant Epithelial / Non-small cell lung cancer, NOS",,
1488,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0604","Lung / Malignant Epithelial / Squamous cell carcinoma",,
1489,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1464","Lung / Malignant Epithelial / Squamous cell carcinoma / Basaloid type",,
1490,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1468","Lung / Malignant Epithelial / Squamous cell carcinoma / Clear cell type",,
1491,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1470","Lung / Malignant Epithelial / Squamous cell carcinoma / Conventional type",,
1492,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1487","Lung / Malignant Epithelial / Squamous cell carcinoma / Papillary type",,
1493,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0598","Lung / Malignant Epithelial / Sarcomatoid carcinoma",,
1494,"JAX",3908,"non-small cell lung carcinoma",-1,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1466","Lung / Malignant Epithelial / Sarcomatoid carcinoma / Carcinosarcoma",,
1495,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1489","Lung / Malignant Epithelial / Sarcomatoid carcinoma / Pulmonary blastoma",,
1496,"JAX",3908,"non-small cell lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1493","Lung / Malignant Epithelial / Sarcomatoid carcinoma / Sarcomatoid carcinoma, NOS",,
1497,"JAX",3908,"non-small cell lung carcinoma",-1,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1496","Lung / Malignant Epithelial / Sarcomatoid carcinoma / Spindle cell carcinoma",,
1498,"JAX",60463,"NUT midline carcinoma",0,-1,,,,,,,
1499,"JAX",1752,"ocular melanoma",0,0,"OmniDx_0035","Eye and Adnexa Cancers","Solid Tumor",,,,
1500,"JAX",369,"olfactory neuroblastoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1143","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Olfactory neuroblastoma (Aesthesioneuroblastoma)",,
1501,"JAX",3181,"oligodendroglioma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1098","Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours / Anaplastic oligodendroglioma",,
1502,"JAX",3181,"oligodendroglioma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1146","Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours / Oligodendroglioma",,
1503,"JAX",3181,"oligodendroglioma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-0318","Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours",,
1504,"JAX",4992,"optic nerve glioma",-1,0,,,,,,,
1505,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0482","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors",,
1506,"JAX",8618,"oral cavity cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0490","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors",,
1507,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0494","Head & Neck / Oral Cavity and Oropharynx / Soft tissue tumors",,
1508,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1335","Head & Neck / Oral Cavity and Oropharynx / Soft tissue tumors / Kaposi sarcoma",,
1509,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1342","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Lymphoepithelial carcinoma",,
1510,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas",,
1511,"JAX",8618,"oral cavity cancer",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma",,
1512,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2235","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Acinic cell carcinoma",,
1513,"JAX",8618,"oral cavity cancer",0,-1,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2239","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Adenoid cystic carcinoma",,
1514,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2264","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Basal cell adenocarcinoma",,
1515,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2275","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Carcinoma ex pleomorphic adenoma",,
1516,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2286","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Clear cell carcinoma, not otherwise specified",,
1517,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2289","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Cystadenocarcinoma",,
1518,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2295","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Epithelial-myoepithelial carcinoma",,
1519,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2331","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Mucinous adenocarcinoma",,
1520,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2335","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Mucoepidermoid carcinoma",,
1521,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2337","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Myoepithelial carcinoma",,
1522,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2350","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Oncocytic carcinoma",,
1523,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2368","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Polymorphous low-grade adenocarcinoma",,
1524,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2375","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Salivary duct carcinoma",,
1525,"JAX",8618,"oral cavity cancer",0,0,"OmniDx_0062","Neoplasms of Uncertain Behavior","Other","MD-0090","Head & Neck / Oral Cavity and Oropharynx",,
1526,"JAX",50610,"oral cavity carcinoma in situ",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0482","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors",,
1527,"JAX",50610,"oral cavity carcinoma in situ",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0490","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors",,
1528,"JAX",50610,"oral cavity carcinoma in situ",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0494","Head & Neck / Oral Cavity and Oropharynx / Soft tissue tumors",,
1529,"JAX",50610,"oral cavity carcinoma in situ",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1335","Head & Neck / Oral Cavity and Oropharynx / Soft tissue tumors / Kaposi sarcoma",,
1530,"JAX",50610,"oral cavity carcinoma in situ",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1342","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Lymphoepithelial carcinoma",,
1531,"JAX",50610,"oral cavity carcinoma in situ",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas",,
